年份,总收益,年化收益,年化波动率,夏普比率,最大回撤率,最大回撤起始日,最大回撤结束日,卡尔玛比率,总交易次数,胜率,盈亏比,params
2014,0.09767876355826788,0.10060554924770493,0.04301140264845627,2.3390436733714792,0.020125631045123105,2014-01-02,2014-03-10,4.998876756815232,245.0,0.49387755102040815,1.5280071749411048,ma5diff
2015,0.00897930429794691,0.009275068888607851,0.09592395088552658,0.09669189814415072,0.1174744162779619,2015-06-08,2015-08-25,0.07895394744215338,244.0,0.47950819672131145,1.0191561854837616,ma5diff
2016,0.005696108231249886,0.005883414207260351,0.03993665772807918,0.14731864261950406,0.03816436203387914,2016-01-06,2016-01-28,0.15415989928084076,244.0,0.4918032786885246,1.0299532683427026,ma5diff
2017,0.04511281111799281,0.046625886597131405,0.023806617102072655,1.9585263373296349,0.016856231522015014,2017-11-22,2017-12-15,2.7660919664182266,244.0,0.5204918032786885,1.381682798036098,ma5diff
2018,-0.04525356208289233,-0.046702095387407994,0.046395343444354795,-1.0066116967842065,0.06271658703807045,2018-02-05,2018-12-26,-0.744653011157299,244.0,0.48360655737704916,0.8386230177584966,ma5diff
2019,0.06748514831701224,0.06947879935696077,0.03910463805931922,1.7767406324427784,0.02452464685724931,2019-04-19,2019-05-09,2.833019360538655,245.0,0.5102040816326531,1.3743003085951386,ma5diff
2020,0.03732219894612743,0.03873093856930887,0.047398937257079964,0.8171267292184624,0.037367490198172676,2020-01-13,2020-03-19,1.0364875554634618,243.0,0.5102880658436214,1.1649590694095902,ma5diff
2021,-0.01859144490841458,-0.01927333912425,0.040180402949795184,-0.4796701304447282,0.04786683861813769,2021-02-10,2021-08-20,-0.40264491411277264,243.0,0.49794238683127573,0.9220913467936867,ma5diff
2022,-0.03214528502737579,-0.03345113876672701,0.045106980811223,-0.7415956059378747,0.06014395887065893,2022-01-04,2022-10-31,-0.5561845178609627,242.0,0.44214876033057854,0.8739908099307033,ma5diff
2023,0.000401885343019881,0.0019491039885870531,0.031014948591410012,0.06284401803351312,0.016480911471501648,2023-01-30,2023-03-20,0.11826433216132444,52.0,0.5,1.010242506132286,ma5diff
样本内,0.3250493236085452,0.024880118401060525,0.0635736788868891,0.3913587956004162,0.2139300856075828,2007-10-16,2008-10-27,0.11630023112643789,2886.0,0.49480249480249483,1.0713425586171752,ma5diff
样本外,0.05170979529552677,0.00843267195031494,0.0408606245136336,0.20637648226598412,0.0955157829546233,2021-02-10,2022-10-31,0.08828563918406082,1513.0,0.4963648380700595,1.0364186642878777,ma5diff
总体,0.39605241299184435,0.019297134832250595,0.056794461391770884,0.3397714206520605,0.2139300856075828,2007-10-16,2008-10-27,0.09020299682227867,4399.0,0.4955671743578086,1.0614899353707803,ma5diff
2005,-0.016549721442251197,-0.01955015153929318,0.04912424874543539,-0.39797354745521224,0.04630327960992234,2005-04-13,2005-06-03,-0.42221958582613606,213.0,0.431924882629108,0.9191337310103282,h_line
2006,0.4318426006415288,0.45549538158185654,0.11516522013263683,3.9551470579160823,0.05788819319758696,2006-07-03,2006-08-07,7.868536853916589,241.0,0.5767634854771784,2.0103966552106534,h_line
2007,0.9295868701019478,0.982715410949268,0.29857171709887415,3.29138814787281,0.14874178706332533,2007-10-16,2007-11-28,6.606854942053955,242.0,0.5909090909090909,1.4330796231292395,h_line
2008,-0.24997166149366767,-0.2552152308736577,0.14715544141499434,-1.734324116183533,0.28223453604494425,2008-01-14,2008-10-27,-0.9042664815230697,246.0,0.4349593495934959,0.647503286781795,h_line
2009,0.028092821376724197,0.029027140113077277,0.05949484325566991,0.48789337906711716,0.08259556323508138,2009-08-03,2009-08-31,0.3514370382154907,244.0,0.5573770491803278,1.1032989714989627,h_line
2010,-0.04871002645636879,-0.050670975611264324,0.032647606646450444,-1.5520578938601441,0.05343029744685386,2010-01-05,2010-11-23,-0.9483566072538866,242.0,0.45867768595041325,0.744762838693427,h_line
2011,-0.011861570724544857,-0.012248083390369313,0.012278585990037139,-0.9975157888951891,0.019465874895348182,2011-04-13,2011-11-30,-0.6292079578347786,244.0,0.45081967213114754,0.8288498697394269,h_line
2012,-0.004986262564756427,-0.005170460714782443,0.004124639427775541,-1.2535545967883366,0.006393294404714478,2012-01-04,2012-12-21,-0.8087318348689988,243.0,0.49794238683127573,0.7819360370372858,h_line
2013,-0.015768047809503583,-0.01668779859090741,0.012669775122942784,-1.3171345528215948,0.022951141098193018,2013-02-06,2013-12-04,-0.7271010412733364,238.0,0.4957983193277311,0.714516541262575,h_line
2014,0.04090220730349792,0.04209510533807248,0.029958869444313686,1.4050965913889752,0.015596380655216876,2014-12-22,2014-12-24,2.699030388437716,245.0,0.5551020408163265,1.5802890552183797,h_line
2015,-0.0423477698280017,-0.043705435083823185,0.1597768471611826,-0.2735404776120862,0.19238001687526832,2015-06-08,2015-08-25,-0.22718282175928947,244.0,0.47950819672131145,0.9464143916863214,h_line
2016,-0.018889861195097946,-0.01950312235604512,0.032763786305782736,-0.5952646062949954,0.04068254286110318,2016-01-06,2016-01-28,-0.47939781991091257,244.0,0.4918032786885246,0.8760268359067522,h_line
2017,0.050808764681358864,0.05251763493238348,0.03535616542291804,1.4853883135850838,0.03266959136087799,2017-11-22,2017-12-15,1.6075387767253688,244.0,0.5204918032786885,1.3047024049965208,h_line
2018,-0.06606206770247136,-0.06815252022753893,0.0658975773017437,-1.0342189048236157,0.09870051767157999,2018-02-05,2018-12-26,-0.690498103103292,244.0,0.48360655737704916,0.830528457251821,h_line
2019,0.07182409009410229,0.07395030518625023,0.06206450771409652,1.1915071577930865,0.04368697734859059,2019-04-19,2019-05-23,1.6927310991598274,245.0,0.5102040816326531,1.2340659385709356,h_line
2020,0.06592887583718943,0.06845244867782863,0.09461074802154662,0.7235166205666114,0.06110909503741946,2020-01-02,2020-03-23,1.1201679330370145,243.0,0.5102880658436214,1.143234616386058,h_line
2021,-0.06171894304639325,-0.06393018110664705,0.0993763336870289,-0.6433139434182159,0.12923140395865554,2021-02-10,2021-08-20,-0.49469540025348613,243.0,0.49794238683127573,0.8916526617840984,h_line
2022,-0.06387137998679493,-0.06642107222020066,0.05648864491451449,-1.1758305110826632,0.08484977458594556,2022-01-04,2022-10-31,-0.7828078806847247,242.0,0.44214876033057854,0.8041212285427982,h_line
2023,-0.0014701810325181697,-0.0071046080165729775,0.03326948764803442,-0.2135472626369923,0.018683070404177767,2023-01-30,2023-03-20,-0.3802698305405036,52.0,0.5,0.966075197737755,h_line
样本内,0.8867023396718685,0.05699733544552066,0.11638101545399024,0.48974770690202335,0.39336992093771606,2007-10-16,2015-08-25,0.14489500190978072,2886.0,0.5048510048510049,1.0991133583020563,h_line
样本外,-0.01199420182783617,-0.002007771275448378,0.07144802384003673,-0.028101144965794,0.18942099040403948,2021-02-10,2022-10-31,-0.010599518412219015,1513.0,0.4963648380700595,0.9950062870220711,h_line
总体,0.8671981055423472,0.03641894854975747,0.1031650911409316,0.3530162009938646,0.39336992093771606,2007-10-16,2015-08-25,0.09258193525051915,4399.0,0.5021595817231189,1.064305781267715,h_line
2005,-0.03063697638431917,-0.036144039339858214,0.02454023781940764,-1.472847965282297,0.03544661375540411,2005-02-25,2005-11-22,-1.0196753796925884,213.0,0.431924882629108,0.7424252274876102,ma5
2006,0.5745093041680869,0.6074725350622432,0.15203774440397402,3.9955376702258207,0.07371942274212473,2006-05-15,2006-08-07,8.240332228145913,241.0,0.5767634854771784,1.974061538192827,ma5
2007,1.0223258827631168,1.082042628100822,0.31779719355213587,3.404821219490438,0.14986290727571194,2007-10-16,2007-11-28,7.220216448291118,242.0,0.5909090909090909,1.4378860284942139,ma5
2008,-0.24382535801955352,-0.24896241224224847,0.12752439012912653,-1.9522729102264926,0.27963593731184155,2008-01-14,2008-12-08,-0.8903090734171735,246.0,0.45121951219512196,0.6105460010770559,ma5
2009,0.024064853240914008,0.024863594630703423,0.05357756787789974,0.4640672508197116,0.07042782775961079,2009-08-03,2009-08-31,0.35303651158416516,244.0,0.5450819672131147,1.0928622198027425,ma5
2010,-0.048885914470436775,-0.05085375347649601,0.030949620581655624,-1.6431139548973313,0.052520711032030126,2010-01-05,2010-12-30,-0.9682609484377028,242.0,0.45867768595041325,0.725564121581724,ma5
2011,-0.012536709354852515,-0.012945077164357,0.01210815463560892,-1.0691205682397522,0.019882053834843077,2011-04-13,2011-12-01,-0.651093557631903,244.0,0.4385245901639344,0.8102870097141002,ma5
2012,-0.009143537275472902,-0.009480576501603055,0.005515853518917437,-1.718786851225837,0.010040694971405584,2012-01-04,2012-12-21,-0.944215169229056,243.0,0.4732510288065844,0.6816510863923864,ma5
2013,-0.015968522386623052,-0.01689986615898953,0.010997575549680842,-1.5366901625404135,0.023978266977972548,2013-02-06,2013-12-04,-0.7047993157518206,238.0,0.5168067226890757,0.705888515783355,ma5
2014,0.03734398656686766,0.03843120597087668,0.03017984764147863,1.2734062287994303,0.015572986373418723,2014-03-10,2014-11-19,2.4678122133641804,245.0,0.5469387755102041,1.4657967655196438,ma5
2015,-0.06924098590410421,-0.07142813353503774,0.14411187699312622,-0.4956436278908829,0.19364225095343296,2015-06-08,2015-08-25,-0.3688664699121617,244.0,0.47950819672131145,0.9077499323285383,ma5
2016,-0.009802779004330131,-0.010122549458637886,0.028600210361614534,-0.35393269247500914,0.028801126832041092,2016-01-06,2016-01-28,-0.35146366035153204,244.0,0.4918032786885246,0.9320106997928008,ma5
2017,0.05891294140732528,0.060902191153356044,0.04000204031960214,1.5224771203360903,0.03677910023605891,2017-11-22,2017-12-15,1.6558912741874638,244.0,0.5204918032786885,1.3085934192651119,ma5
2018,-0.08253908355247419,-0.08512673713741037,0.06797688038591713,-1.2522895527733897,0.1189293385569197,2018-02-05,2018-12-26,-0.7157757553378524,244.0,0.48360655737704916,0.7971918710011064,ma5
2019,0.07509297687999972,0.07731940525487024,0.06702353994180706,1.1536156598413414,0.04588698689172079,2019-04-19,2019-05-23,1.6849963462913857,245.0,0.5102040816326531,1.224439400995216,ma5
2020,0.06287942312769279,0.06528273443527599,0.10100394672696994,0.6463384506324868,0.06850162569590834,2020-01-02,2020-03-23,0.9530100019097121,243.0,0.5102880658436214,1.127669012014177,ma5
2021,-0.07013921345562824,-0.07264028250626986,0.10492496496927177,-0.6923069502815009,0.14066836359142273,2021-02-10,2021-08-20,-0.5163938831140217,243.0,0.49794238683127573,0.8839088337455215,ma5
2022,-0.0726722824195748,-0.07555890648721453,0.05419039127164698,-1.3943229549395741,0.08791963294617733,2022-01-04,2022-10-31,-0.8594088027354505,242.0,0.44214876033057854,0.7763725791791061,ma5
2023,-0.0015787977678985987,-0.0076279017699817375,0.03520187326687873,-0.21669022305011232,0.02021540558904256,2023-01-30,2023-03-20,-0.37733112681727843,52.0,0.5,0.9655466126381513,ma5
样本内,1.0897438841750668,0.06647312073718448,0.11969137840278138,0.5553710018568871,0.4015956155583599,2007-10-16,2016-01-28,0.16552252604840653,2886.0,0.5031185031185031,1.110405958492192,ma5
样本外,-0.038097885744915794,-0.0064486034789801305,0.07523647037481326,-0.085711137788023,0.2042126820783644,2021-02-10,2022-10-31,-0.03157787955845734,1513.0,0.4963648380700595,0.9849466986120256,ma5
总体,1.0134823398883315,0.04090687772773238,0.10652819058431359,0.3840004932342854,0.42321026904016995,2007-10-16,2022-10-31,0.09665851875595584,4399.0,0.5010229597635827,1.0668170494327882,ma5
2005,-0.04200365199793066,-0.04950113781054866,0.036116286121554306,-1.370604320830381,0.05417180654263131,2005-02-25,2005-06-03,-0.9137804509360972,213.0,0.431924882629108,0.7494454819575294,ma10
2006,0.49482468439307215,0.5225063439698368,0.12879948165964153,4.056742598938274,0.06442685366205751,2006-07-03,2006-08-07,8.110070789900346,241.0,0.5767634854771784,2.022083686216545,ma10
2007,1.0005382860887453,1.0586899892937924,0.3084378641628951,3.432425497326966,0.14666929803726045,2007-10-16,2007-11-28,7.2182113329869395,242.0,0.5909090909090909,1.4442937998591696,ma10
2008,-0.24369819196875253,-0.24883302928534523,0.1314841028977185,-1.8924951671071024,0.27739949216166815,2008-01-14,2008-12-08,-0.8970204932470662,246.0,0.44715447154471544,0.6194077427164313,ma10
2009,0.028661993140101538,0.029615512800529764,0.055470540652880214,0.5338962348655606,0.07361255453057305,2009-08-03,2009-08-31,0.40231605857706965,244.0,0.5573770491803278,1.1080840378105343,ma10
2010,-0.05188345228803537,-0.05396849532608916,0.03259325928403081,-1.6558176908846678,0.05561898385625013,2010-01-05,2010-12-30,-0.9703250865850636,242.0,0.45867768595041325,0.7275039513394083,ma10
2011,-0.013520001270541981,-0.013960171607784622,0.013267544351690443,-1.0522046309199584,0.021175502029778012,2011-04-13,2011-12-30,-0.6592604788379116,244.0,0.45081967213114754,0.8163908902515078,ma10
2012,-0.0077976761226951075,-0.008085308309158323,0.004840222855916022,-1.6704413308730104,0.008812597744284334,2012-01-04,2012-12-21,-0.9174716177647261,243.0,0.4897119341563786,0.7145135985582701,ma10
2013,-0.016019346140715207,-0.016953628531932385,0.011505110128497096,-1.4735737722266398,0.023309340363459604,2013-02-06,2013-12-04,-0.7273319736885125,238.0,0.48739495798319327,0.701683772049949,ma10
2014,0.03777695718861418,0.0388770165928245,0.026213770590821597,1.4830760976613095,0.013724729241231753,2014-12-22,2014-12-24,2.8326253953360614,245.0,0.5387755102040817,1.5829874961703638,ma10
2015,-0.06329744889638556,-0.06530351105712262,0.14714525242577706,-0.4438030448183368,0.19989722911705826,2015-06-08,2015-08-25,-0.3266854240329734,244.0,0.47950819672131145,0.9162083006695759,ma10
2016,-0.009553195927187286,-0.009864865507113185,0.030753976469171433,-0.32076715402972283,0.03254805333925847,2016-01-06,2016-01-28,-0.30308619087871796,244.0,0.4918032786885246,0.9367455018849494,ma10
2017,0.059645720397089486,0.06166042599926147,0.039295636217037674,1.569141816630696,0.03528548858219571,2017-11-22,2017-12-15,1.747472643197974,244.0,0.5204918032786885,1.317558403494631,ma10
2018,-0.07681899359094291,-0.07923516453618151,0.06831171768427145,-1.1599059022698992,0.11247571775810324,2018-02-05,2018-12-26,-0.7044646268147337,244.0,0.48360655737704916,0.8114233258622737,ma10
2019,0.07682563226416761,0.07910529687853352,0.0661716525908629,1.1954559661315836,0.04573834657509759,2019-04-19,2019-05-09,1.7295180696716022,245.0,0.5102040816326531,1.233714140522613,ma10
2020,0.06559428825085334,0.06810464951057749,0.09903121993630157,0.6877088816474589,0.06857483779723628,2020-01-02,2020-03-23,0.993143428380406,243.0,0.5102880658436214,1.1358440446275002,ma10
2021,-0.06521959721799009,-0.06755168309266435,0.10305355392423003,-0.6555007616945615,0.1354185209316283,2021-02-10,2021-08-20,-0.4988363676396277,243.0,0.49794238683127573,0.890133101969459,ma10
2022,-0.07157514704492074,-0.07441996344300883,0.05560087480761587,-1.33846749175276,0.08857521987079353,2022-01-04,2022-10-31,-0.8401894294088882,242.0,0.44214876033057854,0.7826944098507854,ma10
2023,-0.0020691629789244548,-0.00998765942997848,0.03518090440330648,-0.2838943341388287,0.020258249362475063,2023-01-30,2023-03-20,-0.49301690641042795,52.0,0.5,0.9552026423075731,ma10
样本内,0.9558494266879889,0.060324634276265554,0.1162253050583424,0.5190318429018878,0.39800629990160236,2007-10-16,2015-08-25,0.1515670337157462,2886.0,0.5031185031185031,1.1043594062656854,ma10
样本外,-0.021865670543967153,-0.003675504568020682,0.07442364911245121,-0.04938624498870163,0.19887879068661019,2021-02-10,2022-10-31,-0.01848112890937918,1513.0,0.4963648380700595,0.9913427808444638,ma10
总体,0.9163355818248811,0.03796233521948844,0.10377390135263813,0.3658177511365517,0.40575836621619304,2007-10-16,2022-10-31,0.09355897100409173,4399.0,0.5010229597635827,1.0649536810843876,ma10
2005,-0.01622328935472972,-0.01916511676764221,0.047720095479731904,-0.4016152225802269,0.04520224381327532,2005-04-13,2005-06-03,-0.4239859606706882,213.0,0.431924882629108,0.919761233820011,m_line
2006,0.3973633685801454,0.41886714158269966,0.10436511968283467,4.013478285232037,0.05550131136488554,2006-07-03,2006-08-07,7.5469773827309545,241.0,0.5767634854771784,2.010242220562466,m_line
2007,0.8801296930571814,0.9298247994198803,0.284059113644727,3.2733496471541237,0.14382387776983116,2007-10-16,2007-11-28,6.465023846095481,242.0,0.5909090909090909,1.4377149704810435,m_line
2008,-0.24382911957100584,-0.2489662393613482,0.13526525547825172,-1.8405778962312878,0.2740775384962825,2008-01-14,2008-10-27,-0.9083788504789315,246.0,0.4105691056910569,0.6319301720256035,m_line
2009,0.036929953605599364,0.03816359248500967,0.0569962155698561,0.6695811661080434,0.0768246499242184,2009-08-03,2009-08-31,0.49676233504031725,244.0,0.5573770491803278,1.1391823703248518,m_line
2010,-0.05239879500838551,-0.054503947042854994,0.03491109285774627,-1.5612214508707754,0.05649712529712844,2010-01-05,2010-12-30,-0.9647207137745334,242.0,0.45867768595041325,0.7460841767183866,m_line
2011,-0.015954463322337076,-0.016473228454214617,0.015682965166915072,-1.0503899153564844,0.024918694713082955,2011-04-13,2011-12-15,-0.6610791072281065,244.0,0.45491803278688525,0.8259877131369961,m_line
2012,-0.005459895645484103,-0.005661540505005669,0.004962814138263979,-1.140792370472715,0.008078648222694981,2012-03-02,2012-12-20,-0.7008029498178865,243.0,0.46502057613168724,0.792233217623467,m_line
2013,-0.01552139821142584,-0.01642688231880729,0.01339393535896585,-1.2264418095620566,0.023084318440650876,2013-02-06,2013-12-31,-0.7116035225835381,238.0,0.47058823529411764,0.736248563853517,m_line
2014,0.034541043436763674,0.03554526860906404,0.02062869494165854,1.7230982720716028,0.011170779699709768,2014-12-22,2014-12-24,3.181986357674528,245.0,0.5346938775510204,1.7279878320091078,m_line
2015,-0.05127891441401189,-0.052914914769532695,0.14648261632803328,-0.3612368217880202,0.1901759121348963,2015-06-08,2015-08-25,-0.2782419401885076,244.0,0.47950819672131145,0.9308118426407118,m_line
2016,-0.011663034417646934,-0.012043117225400524,0.032878603401848255,-0.36629041319691596,0.03706319325714379,2016-01-06,2016-01-28,-0.32493469037720485,244.0,0.4918032786885246,0.9270577884045187,m_line
2017,0.05870957833675572,0.06069176654474551,0.03760341403610268,1.613996178285193,0.033132891870722186,2017-11-22,2017-12-15,1.8317678632324776,244.0,0.5204918032786885,1.3259011823555527,m_line
2018,-0.07219918175319395,-0.07447598119952614,0.06716605406738371,-1.1088336546435915,0.10584558173544106,2018-02-05,2018-12-26,-0.7036286255734073,244.0,0.48360655737704916,0.820165428627242,m_line
2019,0.07514733580998634,0.07737543312681283,0.0628391234694712,1.23132578646492,0.04384075815409244,2019-04-19,2019-05-23,1.7649200512192784,245.0,0.5102040816326531,1.2400771783739168,m_line
2020,0.06902489761711883,0.07167091213931687,0.09324508140444975,0.7686294125096518,0.0655478332299706,2020-01-02,2020-03-23,1.0934139026055036,243.0,0.5102880658436214,1.1509752783661364,m_line
2021,-0.0593550446506661,-0.061484394216140936,0.0985070952376203,-0.624162087693555,0.12857539496061118,2021-02-10,2021-08-20,-0.4781972027772231,243.0,0.49794238683127573,0.8955903620491408,m_line
2022,-0.07004990753185125,-0.07283651044383554,0.05623971684663148,-1.2951080575754736,0.08977673735612357,2022-01-04,2022-10-31,-0.8113071669658694,242.0,0.44214876033057854,0.7881207117743654,m_line
2023,-0.0012926586014442298,-0.006248868924971784,0.03493572961437754,-0.17886756606909704,0.019458802858748545,2023-01-30,2023-03-20,-0.3211332665391764,52.0,0.5,0.9715070278001979,m_line
样本内,0.7912243631090192,0.05221520368868715,0.10929661912099002,0.47773850745452207,0.3903869776823017,2007-10-16,2015-08-25,0.13375242176028748,2886.0,0.49653499653499655,1.0960870517909411,m_line
样本外,-0.008351829878356143,-0.0013959178983139475,0.07147126752965256,-0.01953117590554551,0.19279888534312611,2021-02-10,2022-10-31,-0.0072402799208595965,1513.0,0.4963648380700595,0.9965921058178173,m_line
总体,0.7795132466636445,0.03356713803044187,0.09795370561245939,0.3426836975749107,0.3903869776823017,2007-10-16,2015-08-25,0.08598426676455105,4399.0,0.49670379631734485,1.0617079881234148,m_line
2005,-0.01592415730915786,-0.018812262534153357,0.04609701051274952,-0.40810157372244904,0.0437603440134027,2005-04-13,2005-06-03,-0.4298929306495312,213.0,0.431924882629108,0.9201285989452965,l_line
2006,0.3534672563912409,0.37229488192699334,0.09155162394886154,4.066502218845927,0.05186739342239125,2006-07-03,2006-08-07,7.1778213124215515,241.0,0.5767634854771784,2.00543128084359,l_line
2007,0.7988772200051035,0.8430570354003761,0.2612114243842376,3.227489139832772,0.13495672824460322,2007-10-16,2007-11-28,6.24686924739589,242.0,0.5909090909090909,1.4449382761519662,l_line
2008,-0.23560739599626013,-0.2406000980681281,0.121501327596227,-1.980226083353508,0.26420751199402215,2008-01-14,2008-12-31,-0.9106482107653768,246.0,0.4186991869918699,0.6151732734517874,l_line
2009,0.049954081514486326,0.05163350566496305,0.0551213384619831,0.9367244538260697,0.07039345554867867,2009-08-03,2009-08-31,0.733498664932812,244.0,0.569672131147541,1.1894885091516396,l_line
2010,-0.055782596804601514,-0.05801948772173293,0.03831200034648393,-1.5143946334573901,0.060392065447988544,2010-01-05,2010-12-30,-0.9607137509098949,242.0,0.45867768595041325,0.7532502159585639,l_line
2011,-0.02103208801031442,-0.02171412397376271,0.02024542159868799,-1.0725449143113868,0.03237958231870789,2011-04-13,2011-12-15,-0.6706116144437411,244.0,0.45491803278688525,0.8266861422839396,l_line
2012,-0.004389001989454022,-0.004551187155733105,0.008758597627117679,-0.5196250986164815,0.01201155488055955,2012-05-04,2012-11-20,-0.37890075023501796,243.0,0.48148148148148145,0.909583102853261,l_line
2013,-0.015852231030272224,-0.01677685024625497,0.016141595839362366,-1.039355117871524,0.025690997837151987,2013-02-06,2013-12-26,-0.6530244699952376,238.0,0.453781512605042,0.7934757375144226,l_line
2014,0.030982861908148696,0.03188205235235042,0.013276862909675566,2.401324211091782,0.006679713604534369,2014-12-22,2014-12-24,4.772966962342222,245.0,0.5306122448979592,2.2776961635900292,l_line
2015,-0.05864425717972954,-0.06050765788375523,0.13130365510852365,-0.4608223421788609,0.18451062506706634,2015-06-08,2015-08-25,-0.3279358999611094,244.0,0.47950819672131145,0.9133999388877511,l_line
2016,-0.0035153334939493908,-0.003630380867101657,0.03387327990229712,-0.10717535702397282,0.0332550795483353,2016-01-06,2016-01-28,-0.10916770960733992,244.0,0.4918032786885246,0.9791451307303913,l_line
2017,0.06600703246886264,0.06824344354588852,0.03921308942434829,1.7403230540543593,0.032766032099521426,2017-11-22,2017-12-15,2.082749700623203,244.0,0.5204918032786885,1.3466012502657791,l_line
2018,-0.07678873159186228,-0.07920399212287144,0.06726784232998718,-1.1774421384638831,0.11067209571914059,2018-02-05,2018-12-26,-0.7156636151887129,244.0,0.48360655737704916,0.810849493364145,l_line
2019,0.07779052727559876,0.08009987411429265,0.06243616237721887,1.2829083509386021,0.04293912368765364,2019-04-19,2019-05-23,1.8654287101188305,245.0,0.5102040816326531,1.2494249213838964,l_line
2020,0.07028047703170515,0.07297624574560957,0.09008999540351285,0.8100371791423582,0.06835367336209504,2020-01-13,2020-03-23,1.0676272708714136,243.0,0.5102880658436214,1.1591437996236225,l_line
2021,-0.05494336178244619,-0.05691927648344519,0.09462355262648545,-0.6015339194473797,0.1238704172138983,2021-02-10,2021-08-20,-0.4595066179938468,243.0,0.49794238683127573,0.9000750810433539,l_line
2022,-0.07411731610410766,-0.07705891995268255,0.05521955971273148,-1.3955004413937,0.09283216196619826,2022-01-04,2022-10-31,-0.830088606368351,242.0,0.44214876033057854,0.77528921323369,l_line
2023,-0.0010246334767295417,-0.004955756644404952,0.036190934933483354,-0.13693364522119472,0.019978021686283074,2023-01-30,2023-03-20,-0.24806042971750192,52.0,0.5,0.9780947204369512,l_line
样本内,0.6775913889050111,0.04621072599639442,0.10008736556384923,0.4617038897573439,0.37824346962751404,2007-10-16,2015-08-25,0.12217190700450622,2886.0,0.49757449757449757,1.0916503443312044,l_line
样本外,-0.0017496371722325321,-0.00029162616208744385,0.06997723700814734,-0.004167443222336576,0.19114916733387147,2021-02-10,2022-10-31,-0.0015256470439030155,1513.0,0.4963648380700595,0.9992834076017031,l_line
总体,0.6779686268056562,0.03009412427553726,0.09086695754962254,0.3311888621240876,0.37824346962751404,2007-10-16,2015-08-25,0.07956283899672689,4399.0,0.4973857694930666,1.0589674148745964,l_line
2005,-0.01606664100365851,-0.01898033783179942,0.07182248366303665,-0.2642673556215048,0.05950611944809372,2005-02-25,2005-06-03,-0.31896446966863096,213.0,0.4413145539906103,0.9372152945228602,stdevrate
2006,0.34712466096490724,0.3655712538781364,0.12401948781847481,2.9476920144454777,0.06584723441615424,2006-05-15,2006-05-23,5.551808775562655,241.0,0.5726141078838174,1.9225317337395769,stdevrate
2007,0.46729610046616754,0.49072887139686805,0.19139758939480192,2.563923991668599,0.1179864470596326,2007-01-29,2007-02-05,4.1591969554676425,242.0,0.5826446280991735,1.4839862057227424,stdevrate
2008,-0.2872136445822159,-0.2930755201817813,0.3227683621796398,-0.9080057233697129,0.3441634784129616,2008-01-14,2008-10-27,-0.8515590368078513,246.0,0.42276422764227645,0.8033443798942806,stdevrate
2009,0.0651853038239063,0.06739300327404552,0.13253360699463979,0.5084974656788084,0.14037074423747137,2009-08-03,2009-08-31,0.4801071878626917,244.0,0.5737704918032787,1.1319958892445947,stdevrate
2010,0.0018360352332222885,0.0019119769425746114,0.06066887097292055,0.031514958361892366,0.03692464287564303,2010-01-05,2010-05-17,0.051780512786917914,242.0,0.5247933884297521,1.0077891365161398,stdevrate
2011,0.007586725617872103,0.007836442862770632,0.01566149093071569,0.5003637838465056,0.009316892615373024,2011-11-04,2011-11-30,0.8411004812742366,244.0,0.5163934426229508,1.118647558929246,stdevrate
2012,0.055481503583205694,0.05759446396989221,0.02395330489426125,2.4044474958313886,0.008658091342667238,2012-01-20,2012-02-01,6.652097060476319,243.0,0.48559670781893005,1.9692776168617074,stdevrate
2013,-0.03624267345982213,-0.038333216137928616,0.06300395909678301,-0.6084255130545584,0.06404564514177405,2013-02-06,2013-06-26,-0.5985296276284304,238.0,0.4789915966386555,0.8474049584234371,stdevrate
2014,0.1681541060839009,0.17335307357164176,0.12803828038246684,1.3539159777358287,0.057394829071945104,2014-12-08,2014-12-09,3.0203604815050777,245.0,0.5061224489795918,1.6611473697163175,stdevrate
2015,0.0832307566761894,0.08607389611972249,0.2253919547501834,0.3818853969970836,0.13621948090031885,2015-07-10,2015-08-25,0.6318765535651151,244.0,0.46311475409836067,1.0974212730082606,stdevrate
2016,-0.06716041281484708,-0.06928431577278993,0.06553689376818733,-1.0571803420811754,0.08228648209527457,2016-01-06,2016-01-28,-0.841989036456435,244.0,0.4426229508196721,0.6578597757133686,stdevrate
2017,-0.01727142061797149,-0.01783261780863099,0.010409920132769597,-1.7130407900532623,0.021989706199949645,2017-01-12,2017-12-15,-0.8109529816579281,244.0,0.4344262295081967,0.7168885078532262,stdevrate
2018,0.016916024888524728,0.01747546726880933,0.03742324320393273,0.4669682735293469,0.016290780692277233,2018-02-26,2018-07-04,1.0727212893543958,244.0,0.5081967213114754,1.1128122426629854,stdevrate
2019,0.035534040206123496,0.036567642167221415,0.03692513004399309,0.9903185750098712,0.02145476049981674,2019-03-06,2019-03-08,1.7044069155436978,245.0,0.5469387755102041,1.294881357789944,stdevrate
2020,0.01590026424585078,0.01649399355624892,0.0668639479033171,0.24667992353814722,0.0561064654243046,2020-07-09,2020-07-16,0.29397670003827997,243.0,0.4567901234567901,1.0874260209778235,stdevrate
2021,-0.017490137584776022,-0.018132012473761394,0.029507490706054927,-0.6144884583507032,0.03348976436624154,2021-01-12,2021-07-27,-0.5414195297246965,243.0,0.5061728395061729,0.8581508306123207,stdevrate
