年份,总收益,年化收益,年化波动率,夏普比率,最大回撤率,最大回撤起始日,最大回撤结束日,卡尔玛比率,总交易次数,胜率,盈亏比,params
2017,0.04146063574081693,0.04284872356132685,0.03702111022732643,1.1574132514723687,0.03355736808833539,2017-11-22,2017-12-01,1.2768797436239094,244.0,0.5245901639344263,1.2483787028960978,index
2018,-0.08238748689868358,-0.08497061126830008,0.05630096186260011,-1.5092213073671266,0.11349377387919138,2018-02-05,2018-10-18,-0.748680816259993,244.0,0.48360655737704916,0.7089167401477904,index
2019,0.06515466059363262,0.06707732441337355,0.08645449231408539,0.7758685826259273,0.047398055314045826,2019-04-19,2019-05-16,1.4151914876873866,245.0,0.49387755102040815,1.2061633338082518,index
2020,-0.026798354329013896,-0.027776974083487227,0.09470361103779038,-0.29330427614215415,0.06911437941619675,2020-07-09,2020-07-16,-0.40189862541076044,243.0,0.5185185185185185,0.9271131395957352,index
2021,-0.03544817320316662,-0.03673665732960718,0.04845559670861212,-0.7581509634588381,0.0627394516297305,2021-01-25,2021-12-29,-0.5855431690161392,243.0,0.4897119341563786,0.8514127120784094,index
2022,-0.016118882845057136,-0.016779333388301843,0.0529382645896856,-0.316960397518794,0.050029836774990455,2022-06-30,2022-11-28,-0.3353865307170002,242.0,0.4834710743801653,0.9327512985435579,index
2023,-0.010262527858694193,-0.04876177238125856,0.04158484710637083,-1.1725851066983537,0.0257530108266117,2023-01-30,2023-03-22,-1.8934396723380753,52.0,0.4807692307692308,0.7875089336716444,index
样本内,2.270673914412712,0.10901428459001639,0.14776602448541795,0.737749323429719,0.1956878765285187,2009-08-03,2014-05-07,0.5570824648103794,2886.0,0.5083160083160083,1.1484546933103819,index
样本外,-0.0637633582894257,-0.010913917105382254,0.06530753772700612,-0.1671157340367635,0.14264786799646445,2018-02-05,2022-11-28,-0.07650950034284955,1513.0,0.5009914077990747,0.9615188080698291,index
总体,2.0587254941623043,0.06614076726505913,0.12570332336022016,0.5261656215367009,0.1956878765285187,2009-08-03,2014-05-07,0.3379911338320443,4399.0,0.5057967719936349,1.0993952051340004,index
2005,-0.04684225595611591,-0.055178251917898935,0.09257132693021249,-0.5960620177724861,0.10656207337705272,2005-02-25,2005-07-11,-0.5178038505562818,213.0,0.4225352112676056,0.8570092610727493,mom_25
2006,0.6048276407653586,0.6398525353280329,0.1763607234025312,3.6280897638847485,0.08636541876616056,2006-05-15,2006-09-07,7.408665927510537,241.0,0.5643153526970954,1.905725661544739,mom_25
2007,0.3798268370609843,0.3983067788041499,0.26850029063225184,1.4834500844160572,0.13895874856808677,2007-01-29,2007-02-05,2.86636705431316,242.0,0.5991735537190083,1.2533895198988316,mom_25
2008,0.015566698381580979,0.01594938596807749,0.19259885146744793,0.08281142824350213,0.11796805637104672,2008-01-14,2008-02-19,0.13520088792436863,246.0,0.516260162601626,1.016398283592045,mom_25
2009,0.1447715154921454,0.14985749847936303,0.11274372482569968,1.3291870453192915,0.08376126751600531,2009-08-03,2009-09-23,1.7891025640308975,244.0,0.5327868852459017,1.2542203194396275,mom_25
2010,-0.04856205444365924,-0.05051720618596778,0.061092557099398974,-0.8268962470137752,0.06545354422597825,2010-10-25,2010-12-30,-0.7718024559763671,242.0,0.45454545454545453,0.8313351388856782,mom_25
2011,-0.04958249100809331,-0.051165840955743946,0.031305996282421346,-1.6343782991015723,0.06284144444836273,2011-04-13,2011-11-30,-0.8142053608870701,244.0,0.4057377049180328,0.7017504667685498,mom_25
2012,0.022679257814510745,0.023529036961660976,0.03697457009677311,0.6363572828589678,0.041042063718026975,2012-02-28,2012-12-03,0.5732907858462848,243.0,0.4773662551440329,1.1405736310847083,mom_25
2013,-0.035738566774443314,-0.037800605736023285,0.05437679387194236,-0.6951606198968611,0.07936780634022975,2013-02-06,2013-07-29,-0.4762712676470058,238.0,0.44537815126050423,0.8557879212986842,mom_25
2014,0.302318198565259,0.3121840096619253,0.14619828278538494,2.135346624557847,0.06195426195426193,2014-12-22,2014-12-24,5.038943243200876,245.0,0.5061224489795918,1.898532724276022,mom_25
2015,-4.4932645055895115e-05,-4.6405812350047704e-05,0.20526434658587125,-0.00022607828939564075,0.148470453507053,2015-04-27,2015-07-10,-0.0003125592416126298,244.0,0.48770491803278687,0.999947955241171,mom_25
2016,0.006989739025161645,0.007219736124066456,0.0473378577332737,0.15251505813267327,0.03632795201188636,2016-01-28,2016-03-10,0.19873776869404,244.0,0.4918032786885246,1.0332342702264934,mom_25
2017,0.032901311783043674,0.0339981796634139,0.03437339575268503,0.9890841134239166,0.03400934341643733,2017-11-22,2017-12-15,0.999671744529533,244.0,0.5163934426229508,1.2117375593066917,mom_25
2018,-0.06668789125734231,-0.06879740878028562,0.0477312466053991,-1.4413495073582183,0.10018393232878298,2018-02-05,2018-12-20,-0.6867110042607105,244.0,0.4918032786885246,0.7260736465485789,mom_25
2019,0.026667810856821905,0.027440109115993927,0.08393423666551056,0.32692391336501364,0.05811674635432386,2019-04-19,2019-06-14,0.47215494392439256,245.0,0.4897959183673469,1.0860877479822924,mom_25
2020,-0.005703839737670635,-0.005914467122633771,0.10302253475488606,-0.057409450628502084,0.07482056668332981,2020-07-06,2020-07-24,-0.07904868119572164,243.0,0.5020576131687243,0.9841753937563168,mom_25
2021,-0.036343159288899196,-0.03766353528119004,0.053695692996556556,-0.701425629865795,0.06736666149299941,2021-02-10,2021-12-29,-0.5590827042112506,243.0,0.49382716049382713,0.8621545249212955,mom_25
2022,-0.032504123883872804,-0.03382429865556047,0.052426540964372416,-0.6451750970667033,0.050990919123493315,2022-03-15,2022-11-28,-0.6633396541380723,242.0,0.4628099173553719,0.8599830486473552,mom_25
2023,-0.0012461835538633004,-0.006024741346374873,0.037179032832728096,-0.16204674751709497,0.020126081872863803,2023-01-30,2023-03-22,-0.29934993728203463,52.0,0.46153846153846156,0.9702187741109702,mom_25
样本内,1.9837607663794516,0.10015907197687102,0.14127612386595056,0.7089596545832944,0.17971882530167987,2009-08-03,2014-06-04,0.5573098522580584,2886.0,0.49480249480249483,1.157288416048201,mom_25
样本外,-0.0820153562495397,-0.014151916204911408,0.06590933747087405,-0.21471792537992468,0.15420024100008672,2017-11-22,2022-11-28,-0.09177622624405268,1513.0,0.4937210839391937,0.9481983155401714,mom_25
总体,1.7376322956261423,0.0593887582997652,0.12081773445121252,0.49155662924425225,0.19897278445837732,2015-08-25,2022-11-28,0.2984767914940076,4399.0,0.4944305523982723,1.1002360090205452,mom_25
2005,-0.017284859472783687,-0.020417179446287737,0.09677430732663082,-0.2109772728971963,0.11590589815229636,2005-02-25,2005-06-03,-0.1761530670290848,213.0,0.4413145539906103,0.9505377508965088,ad_index
2006,0.1703657415183364,0.17879969313496358,0.04344736169570631,4.115317620140638,0.026322191559078768,2006-07-03,2006-08-07,6.792735807489931,241.0,0.5767634854771784,2.034315059593769,ad_index
2007,0.16881353335059157,0.17637184390761207,0.062272746269481566,2.8322477242993833,0.03432622842455628,2007-10-16,2007-11-28,5.1381072725554455,242.0,0.5909090909090909,1.53510686675075,ad_index
2008,-0.19230901345099638,-0.19650546899510546,0.1303307158844947,-1.5077448755000928,0.22858748085893346,2008-01-14,2008-10-27,-0.8596510546278493,246.0,0.42276422764227645,0.7390029695558209,ad_index
2009,0.1294151896505611,0.13393074310864406,0.04143855871429243,3.23203188682454,0.023283390448333233,2009-02-16,2009-03-03,5.7522010553334875,244.0,0.5819672131147541,2.054073138463608,ad_index
2010,-0.01891813073258808,-0.019692124587081472,0.04024763183633363,-0.4892741184663781,0.0352405978738819,2010-04-02,2010-07-05,-0.558790876861826,242.0,0.45867768595041325,0.9171125755194177,ad_index
2011,-0.046864915823856435,-0.04836370951165214,0.04876470830653263,-0.9917768646874738,0.07003669684413044,2011-04-13,2011-12-27,-0.6905481224976611,244.0,0.45491803278688525,0.8404423626984584,ad_index
2012,0.047951306602860955,0.04977077400374652,0.05535885456209737,0.8990571498894985,0.0546916217648108,2012-05-04,2012-12-03,0.9100255651180853,243.0,0.48148148148148145,1.1698245091065207,ad_index
2013,-0.0392219202498314,-0.041480583672121374,0.0664530368831309,-0.624208999583753,0.07558277727364468,2013-02-06,2013-06-26,-0.5488099957208827,238.0,0.453781512605042,0.8896477747796551,ad_index
2014,0.15932774534692906,0.16423511300609994,0.0672368371208177,2.442635912676652,0.031594520334986664,2014-01-02,2014-03-10,5.198215110239598,245.0,0.49387755102040815,1.5374342770247968,ad_index
2015,0.05835878457097787,0.06032879500208099,0.04918978503840824,1.2264496572809827,0.02509204370684879,2015-06-08,2015-06-29,2.4042997735419394,244.0,0.47540983606557374,1.308456567697402,ad_index
2016,0.005604786814330298,0.005789081220139991,0.01073756088146869,0.539143040402315,0.008501105230929982,2016-11-28,2016-12-28,0.6809798329606952,244.0,0.4918032786885246,1.0995718984659157,ad_index
2017,0.029385615916020624,0.030363562293285407,0.014328463928455614,2.1191079828860713,0.009208826619589286,2017-11-22,2017-12-15,3.2972237992509434,244.0,0.5204918032786885,1.419174664001913,ad_index
2018,-0.028264795549886146,-0.029177859056749966,0.03272697076873696,-0.8915539193325724,0.03918518006826347,2018-02-05,2018-12-26,-0.7446146478316543,244.0,0.48360655737704916,0.8564454196462684,ad_index
2019,0.06617687168874964,0.06813065384279193,0.03700315827776164,1.8412118590357587,0.021730985607014076,2019-04-19,2019-05-09,3.1351847115853553,245.0,0.5102040816326531,1.3826425377152736,ad_index
2020,0.04037674244041045,0.04190308798363196,0.048403792534534903,0.865698446123517,0.03824764432485517,2020-01-02,2020-03-23,1.0955730404656923,243.0,0.5102880658436214,1.173864292494634,ad_index
2021,-0.016234597354539027,-0.016830790599356327,0.03687563483641451,-0.45642036195498936,0.044919533596561326,2021-02-10,2021-08-20,-0.3746875635557524,243.0,0.49794238683127573,0.9262734681171927,ad_index
2022,-0.03487131542943289,-0.036285819921692,0.04857978577469826,-0.746932481134791,0.07020544522074712,2022-01-04,2022-10-31,-0.5168519308950812,242.0,0.44214876033057854,0.8743744941433462,ad_index
2023,0.0019408355579877412,0.009440757591896665,0.03888289883998018,0.24279973647925363,0.020890782177993845,2023-01-30,2023-03-20,0.4519102018995474,52.0,0.5,1.0394856636024379,ad_index
样本内,0.45361385065950777,0.03320081611874115,0.06613118684411376,0.5020447644014467,0.22868700273930023,2007-10-16,2008-10-27,0.14518016206014814,2886.0,0.4961884961884962,1.1101681944727018,ad_index
样本外,0.056176188876713384,0.009144708553251668,0.03813101437012245,0.23982337486455652,0.10383489560620722,2021-02-10,2022-10-31,0.08806970431147619,1513.0,0.4963648380700595,1.043317190361301,ad_index
总体,0.5368876990250124,0.024924640040160373,0.0580451016904133,0.4294012640911079,0.22868700273930023,2007-10-16,2008-10-27,0.1089901907043405,4399.0,0.4964764719254376,1.0894130483920506,ad_index
2005,0.026951053170024553,0.03196385595308482,0.0768675880129027,0.4158300888499258,0.08094390590744298,2005-03-14,2005-06-03,0.39488897397210565,213.0,0.460093896713615,1.089506152340115,ad_real
2006,0.2124273260679872,0.22313396661719853,0.058102320658915595,3.84036238289149,0.04047079091846311,2006-07-03,2006-08-07,5.513457027977256,241.0,0.5684647302904564,1.8888988643588618,ad_real
2007,0.25997016198694123,0.27205936225780913,0.1040203961247768,2.615442474680279,0.07162294177492405,2007-10-31,2007-11-28,3.7984946654768654,242.0,0.5578512396694215,1.5626079851123549,ad_real
2008,0.14244420091966115,0.14616094832160487,0.35307303751171587,0.4139680258557123,0.2597573099750522,2008-08-01,2008-09-18,0.5626827146294461,246.0,0.47560975609756095,1.0843752105888895,ad_real
2009,0.4640809520654059,0.4824957398931349,0.19672262772709376,2.4526702671056424,0.1188393013182222,2009-06-16,2009-08-19,4.060068803342514,244.0,0.5122950819672131,1.535414087423829,ad_real
2010,-0.046254774752977124,-0.0481194015715688,0.13270005042712507,-0.3626178092373412,0.1223414622684325,2010-10-11,2010-11-23,-0.39332047107618184,242.0,0.47520661157024796,0.9276012947334489,ad_real
2011,-0.04867620562412711,-0.050231386024505054,0.0891440115110476,-0.5634858155141458,0.09219664173873268,2011-04-15,2011-12-15,-0.5448288037090442,244.0,0.4713114754098361,0.8933203583894228,ad_real
2012,0.04438912934732797,0.04607048368782363,0.05997503632470617,0.7681609968253627,0.04494565907292217,2012-06-18,2012-09-05,1.025026323745225,243.0,0.49794238683127573,1.148350356342238,ad_real
2013,-0.05128709962034039,-0.054220721463664856,0.10697781460328047,-0.5068408030649953,0.11598641565817311,2013-05-28,2013-12-26,-0.4674747569013625,238.0,0.46218487394957986,0.896985438409036,ad_real
2014,-0.13171030367148506,-0.1352069139757256,0.1537859913859129,-0.8791887528717445,0.2011757135493457,2014-11-25,2014-12-31,-0.6720836804317393,245.0,0.45714285714285713,0.7965000763396244,ad_real
2015,0.5860675766928098,0.61023629424797,0.29273611884597084,2.0845951522950212,0.1422046467911606,2015-05-29,2015-06-29,4.2912542453282345,244.0,0.5327868852459017,1.4336147662613792,ad_real
2016,0.001910594209101557,0.0019732984083242755,0.057427933520567014,0.03436129923807142,0.048551674971771715,2016-01-06,2016-01-28,0.040643261215427995,244.0,0.47540983606557374,1.0071607883148743,ad_real
2017,0.06927253255944743,0.07162325418081594,0.03187928387927371,2.2467021044780036,0.017533787726665657,2017-11-06,2017-11-22,4.084870610808763,244.0,0.5532786885245902,1.5583824641955084,ad_real
2018,0.11253587669033815,0.11643262060817672,0.10693073211903012,1.0888602210126979,0.05679900684782953,2018-05-21,2018-07-04,2.0499059238854627,244.0,0.5122950819672131,1.2237602114747954,ad_real
2019,0.17163602424477165,0.17695056746776117,0.10419245145628593,1.6983050594792943,0.08265027322404367,2019-04-30,2019-05-09,2.1409556262215084,245.0,0.5346938775510204,1.4530372574553352,ad_real
2020,0.03342071545077796,0.034679743549272946,0.10352343062624242,0.33499414904901625,0.09278814276051256,2020-01-13,2020-07-06,0.3737518880917988,243.0,0.5185185185185185,1.091061116986153,ad_real
2021,-0.022892076687408003,-0.023729792580152287,0.07696763084432649,-0.30830873082410176,0.058127576906852774,2021-01-04,2021-03-09,-0.40823639729862427,243.0,0.49382716049382713,0.9365812067269224,ad_real
2022,-0.028115551770775626,-0.02926018928021723,0.13091399300959042,-0.223506965203282,0.16333953964953749,2022-06-30,2022-10-31,-0.17913720917175416,242.0,0.4793388429752066,0.9486882429484297,ad_real
2023,0.004904406353866575,0.02399271754576482,0.05840681692391979,0.4107862542315484,0.02347481233103108,2023-03-06,2023-03-20,1.0220621663521938,52.0,0.46153846153846156,1.0861947550329736,ad_real
样本内,2.296066694468627,0.10976345488926986,0.16942658342590125,0.6478526136205475,0.283484677148966,2010-10-11,2015-01-05,0.3871936077574703,2886.0,0.4972279972279972,1.144646532528608,ad_real
样本外,0.37080072725371127,0.05393533629047553,0.09649214705966921,0.5589608888806544,0.16333953964953712,2022-06-30,2022-10-31,0.33020379759977103,1513.0,0.5161929940515532,1.1233109620185218,ad_real
总体,3.5305356229728106,0.09040545862615024,0.14843790012569436,0.6090456584847713,0.283484677148966,2010-10-11,2015-01-05,0.318907743216907,4399.0,0.5039781768583769,1.136778932484432,ad_real
2005,-0.025009511720717303,-0.029520504992804564,0.05156242424913089,-0.5725197258021115,0.06310366887757915,2005-02-25,2005-06-03,-0.46780964590306495,213.0,0.431924882629108,0.8744571551282412,atr_14
2006,0.37533851273724106,0.39549104929295975,0.12053596136085493,3.281104201831992,0.05636412270282692,2006-05-15,2006-08-07,7.016716136577498,241.0,0.5767634854771784,1.9198700924248353,atr_14
2007,0.6687787496255144,0.7044677648912112,0.23077513651568382,3.0526155266441997,0.13619814247802534,2007-01-29,2007-02-05,5.172374248825547,242.0,0.5909090909090909,1.4714910384280009,atr_14
2008,-0.27463181414088544,-0.2802900751035975,0.16555789610966049,-1.6930033643212157,0.30321365695582625,2008-01-14,2008-10-27,-0.9243979242809357,246.0,0.42276422764227645,0.7014382201049156,atr_14
2009,0.07888797466135467,0.08157725159072027,0.06422886754547917,1.2701025988502297,0.07806009295828459,2009-08-03,2009-08-31,1.045057064360854,244.0,0.569672131147541,1.2548756622150479,atr_14
2010,-0.03944020536008286,-0.041036068663623304,0.030449286917617648,-1.3476857035978813,0.04338879625875657,2010-01-05,2010-11-23,-0.9457756887030843,242.0,0.45867768595041325,0.7770785668001531,atr_14
2011,-0.00809633877934357,-0.008360679766719836,0.012474247456823826,-0.6702352022162481,0.013732416360576262,2011-04-13,2011-12-27,-0.6088280130161297,244.0,0.45491803278688525,0.887970690113825,atr_14
2012,0.012439626504862744,0.01290331338814843,0.008832781041050897,1.46084379632864,0.003930232804568342,2012-05-04,2012-09-26,3.2830913662799173,243.0,0.48559670781893005,1.3693807349159077,atr_14
2013,-0.01183076195310917,-0.012522314023313719,0.025949026342371995,-0.4825735601056489,0.02832755649645732,2013-02-06,2013-07-29,-0.4420541540488949,238.0,0.453781512605042,0.9081482726240752,atr_14
2014,0.09062640134194266,0.093333018657485,0.050423148302835716,1.850995461388834,0.024049634297765642,2014-12-22,2014-12-24,3.880849808437886,245.0,0.46530612244897956,2.084062614554772,atr_14
2015,-0.08149364474876508,-0.08405004683124884,0.20268287364169585,-0.4146874638250545,0.2335001979168713,2015-06-08,2015-08-25,-0.359957068906518,244.0,0.47950819672131145,0.9118534934140021,atr_14
2016,-0.01775638839864735,-0.018333196095921656,0.033287367677684386,-0.5507553578113688,0.04157792369248957,2016-01-06,2016-01-28,-0.44093582525943387,244.0,0.4918032786885246,0.8518408193030844,atr_14
2017,0.006820110212484964,0.007044506181296706,0.010748868803206527,0.6553718637997737,0.011391547923503387,2017-11-22,2017-12-15,0.6183976250288398,244.0,0.5204918032786885,1.1557494732882276,atr_14
2018,-0.034436769139253864,-0.03554553852123521,0.04218280555543868,-0.8426546801046589,0.0457698752323749,2018-02-05,2018-12-26,-0.776614276109986,244.0,0.48360655737704916,0.8563844743544142,atr_14
2019,0.03261078173124243,0.03355798234051477,0.032537020175065406,1.0313784778063904,0.026300828533898386,2019-04-19,2019-05-23,1.2759287144609472,245.0,0.5102040816326531,1.2420450949111121,atr_14
2020,0.028261412588557855,0.029323333014366293,0.04767699955715312,0.615041493523827,0.0375427205522193,2020-03-05,2020-03-23,0.781065745450695,243.0,0.5102880658436214,1.1274170336051925,atr_14
2021,-0.03117454969092981,-0.032310309134013004,0.048911468002493366,-0.6605875974191966,0.0642558870566869,2021-02-10,2021-08-20,-0.5028381151365737,243.0,0.49794238683127573,0.8869579143901336,atr_14
2022,-0.014211164641707574,-0.014794037885362932,0.03962017851665398,-0.3733965479015798,0.03738309729809053,2022-01-04,2022-10-31,-0.3957413631994208,242.0,0.44214876033057854,0.9316210578241951,atr_14
2023,-0.0007540299289638952,-0.00364885010892102,0.0159852721399367,-0.22826324612922538,0.008892193262547305,2023-01-30,2023-03-20,-0.4103430954756095,52.0,0.5,0.9636727197052188,atr_14
样本内,0.6584499036571729,0.04516291056944555,0.11243944585234908,0.40166429340777476,0.34516178974121253,2007-10-16,2015-08-25,0.13084562634614555,2886.0,0.49272349272349275,1.0835351703155653,atr_14
样本外,-0.013650396508897766,-0.0022866043235774125,0.03853614737579853,-0.059336609372981734,0.08840054444447085,2021-02-10,2022-10-31,-0.025866405438416187,1513.0,0.4963648380700595,0.9881832534179302,atr_14
总体,0.6365820114762757,0.028621470406387184,0.09383920122197925,0.3050054778139287,0.34516178974121253,2007-10-16,2015-08-25,0.08292189708439723,4399.0,0.49420322800636507,1.0649639240810584,atr_14
2005,0.010673318132213616,0.012639890815982824,0.08037719575488171,0.15725717595982613,0.08110651122301021,2005-02-25,2005-06-03,0.15584310834463364,213.0,0.4413145539906103,1.0358467379141014,obv_index
2006,0.18032621123862924,0.18929187587781904,0.0464419602550296,4.075880407251306,0.0303105549411128,2006-07-03,2006-08-07,6.245081168773531,241.0,0.5767634854771784,1.9499333855314223,obv_index
2007,0.19250481289357868,0.20121196773513073,0.07079935705440484,2.8420027540717925,0.040775419823121606,2007-10-16,2007-11-28,4.934638775221977,242.0,0.5909090909090909,1.5164312321976796,obv_index
2008,-0.22659717231902488,-0.23142908624038927,0.15222654706418995,-1.5202938692605417,0.26717775926222215,2008-01-14,2008-10-27,-0.8661989189498843,246.0,0.42276422764227645,0.7272261041206748,obv_index
2009,0.16528023888224164,0.17113895501777754,0.061752922018346236,2.7713499122670453,0.03494217703972466,2009-02-16,2009-03-03,4.897775969230969,244.0,0.5778688524590164,1.8610014754783109,obv_index
2010,-0.012240227386101532,-0.012742785787659527,0.03757104505158067,-0.3391650610241255,0.031115969500874217,2010-10-25,2010-12-30,-0.4095255906232172,242.0,0.45867768595041325,0.9395448848534451,obv_index
2011,-0.042713661219761834,-0.04408278481859096,0.04483537175840091,-0.9832144373896278,0.06301055218112177,2011-04-13,2011-12-27,-0.6996095620917023,244.0,0.45491803278688525,0.8415546718980567,obv_index
2012,0.03637335634298755,0.037745634038036435,0.04240935201357597,0.8900309070026206,0.04218302834116843,2012-05-04,2012-12-03,0.8948061702151116,243.0,0.48148148148148145,1.1687320288734924,obv_index
2013,-0.026814464704656316,-0.028369203814909483,0.04904790800575717,-0.5783978352670933,0.05511865130744739,2013-02-06,2013-06-26,-0.5146933595430039,238.0,0.453781512605042,0.897348246344939,obv_index
2014,0.1086747557837775,0.11194748707176094,0.04737552669691033,2.3629813719635497,0.022848887834115095,2014-01-02,2014-03-10,4.89947203927427,245.0,0.49387755102040815,1.5220038996787117,obv_index
2015,-0.00252180890218634,-0.0026043834010167632,0.06610551964264035,-0.03939736674177576,0.082695786684379,2015-06-08,2015-08-25,-0.0314935440539043,244.0,0.47950819672131145,0.9920770522153316,obv_index
2016,0.004952998243141771,0.005115806319391014,0.03543213698169197,0.14438322819858104,0.03338665014280555,2016-01-06,2016-01-28,0.15322909898145062,244.0,0.4918032786885246,1.028883636806113,obv_index
2017,0.04490558479996887,0.04641155681922382,0.02279721789957716,2.0358430148656277,0.015303532346394146,2017-11-22,2017-12-15,3.0327349116989595,244.0,0.5204918032786885,1.3982047942238969,obv_index
2018,-0.038357889352162555,-0.03959030010419462,0.04348375376396668,-0.9104618777646005,0.054638782325156746,2018-02-05,2018-12-26,-0.7245824013535251,244.0,0.48360655737704916,0.8543925576183261,obv_index
2019,0.064279340850107,0.06617538098173048,0.03434514392257648,1.9267754746029953,0.018524303067456102,2019-04-19,2019-05-23,3.5723546921443337,245.0,0.5102040816326531,1.4147075489199716,obv_index
2020,0.040566042780709965,0.04209968812026599,0.04557010259083348,0.923844488529513,0.03494886707955669,2020-01-02,2020-03-23,1.2046080928583853,243.0,0.5102880658436214,1.1858941554518447,obv_index
2021,-0.01745638349570966,-0.018097031079306047,0.03804914918107052,-0.4756224900899843,0.04644638486176526,2021-02-10,2021-08-20,-0.38963271594047255,243.0,0.49794238683127573,0.9234784585859067,obv_index
2022,-0.03702466481376088,-0.03852476100836555,0.04619596781858436,-0.8339420695688352,0.06833448410122533,2022-01-04,2022-10-31,-0.5637674962365706,242.0,0.44214876033057854,0.8615194628492907,obv_index
2023,0.0014883514194630187,0.00723345364818706,0.033840185599834025,0.21375336807320994,0.018282418955035667,2023-01-30,2023-03-20,0.3956507979593529,52.0,0.5,1.0347484076857838,obv_index
样本内,0.3797277246102233,0.028505199437485862,0.06894300561981247,0.4134603529570256,0.26799493615529313,2007-10-16,2008-10-27,0.10636469422305858,2886.0,0.4961884961884962,1.0839502159950833,obv_index
样本外,0.0559120755823852,0.009102673247418425,0.039128536798910034,0.23263515562053905,0.1028971110819761,2021-02-10,2022-10-31,0.0884638368531698,1513.0,0.4963648380700595,1.0406858477260577,obv_index
总体,0.45939928021657606,0.02189161943814799,0.060372217076773274,0.36261082494799174,0.26799493615529313,2007-10-16,2008-10-27,0.08168669062262658,4399.0,0.4964764719254376,1.0715283881706612,obv_index
2005,0.004319330358819151,0.0051122120242363955,0.06297281292759697,0.08118125563350909,0.05484734655907732,2005-04-13,2005-06-03,0.09320800995778193,213.0,0.431924882629108,1.0195811561258994,atr_25
2006,0.332636662970875,0.3502183163907844,0.10541981795040338,3.3221297778710905,0.05704049265388618,2006-07-03,2006-08-07,6.139819277436131,241.0,0.5767634854771784,1.8808914166088344,atr_25
2007,0.6692464000167153,0.704965157150846,0.2259531215391317,3.1199620184435317,0.1267502851118181,2007-01-29,2007-02-05,5.561842772416104,242.0,0.5909090909090909,1.478654128053916,atr_25
2008,-0.2842296560661445,-0.2900437354190524,0.16569847892757555,-1.7504308868509673,0.31394061587952315,2008-01-14,2008-10-27,-0.9238808894047613,246.0,0.42276422764227645,0.6945174161617822,atr_25
2009,0.08966900964191549,0.09274134011903135,0.060091951188524284,1.5433238276466898,0.06710830878993777,2009-08-03,2009-08-31,1.3819650918238755,244.0,0.569672131147541,1.2998637458731712,atr_25
2010,-0.0363489753668752,-0.037822236392553554,0.029139803439686893,-1.2979578421260605,0.03981964026194463,2010-01-05,2010-12-30,-0.9498387264110977,242.0,0.45867768595041325,0.7913992880056091,atr_25
2011,-0.009008124446959531,-0.009302094898966051,0.012825006254345097,-0.7253091900687777,0.015127665412070893,2011-04-13,2011-12-27,-0.614906176569954,244.0,0.45491803278688525,0.8797735887499726,atr_25
2012,0.010408219276362374,0.010795782395215614,0.00834567267166056,1.2935784591546349,0.004931622905225696,2012-02-28,2012-12-03,2.189093246317775,243.0,0.48148148148148145,1.3013548326480053,atr_25
2013,-0.011748160270139363,-0.012434914410642817,0.024157984964608296,-0.5147330966908084,0.026540536560168557,2013-02-06,2013-07-29,-0.4685253586509949,238.0,0.453781512605042,0.9051235522979542,atr_25
2014,0.06577673781230864,0.06771833558053642,0.036076508209264745,1.8770756634131733,0.01802022388373921,2014-12-22,2014-12-24,3.757907560829084,245.0,0.4775510204081633,2.027495123233175,atr_25
2015,-0.07793717764593033,-0.08038696499412967,0.18845510478904143,-0.42655764132319823,0.23801923989778043,2015-06-08,2015-08-25,-0.3377330548095717,244.0,0.47950819672131145,0.9127419198455722,atr_25
2016,-0.014976406032565448,-0.0154636197810738,0.033576307420325864,-0.460551530800933,0.04060825975775335,2016-01-06,2016-01-28,-0.3807998637055932,244.0,0.4918032786885246,0.8770103210493235,atr_25
2017,0.00717150751392559,0.007407507668239166,0.008917045639770659,0.8307132168530297,0.008855273581220176,2017-11-22,2017-12-15,0.8365080536809885,244.0,0.5204918032786885,1.193802619480215,atr_25
2018,-0.035145609293817826,-0.03627676987586381,0.03884966402037454,-0.9337730657551792,0.04613602102949276,2018-02-05,2018-12-26,-0.7863003585132242,244.0,0.48360655737704916,0.8475031983499807,atr_25
2019,0.0357395798032627,0.036779265942010975,0.030673837961612188,1.1990434971991322,0.02469426055017649,2019-04-19,2019-05-23,1.4893851900233601,245.0,0.5102040816326531,1.273479059956737,atr_25
2020,0.03144255408277097,0.03262589052145781,0.04164634329389369,0.7834034861409193,0.031187678856515355,2020-03-05,2020-03-23,1.0461147388223155,243.0,0.5102880658436214,1.1553295538383033,atr_25
2021,-0.028851977174549903,-0.029904432300013495,0.04664018052550456,-0.6411731679224667,0.060816866453828264,2021-02-10,2021-08-20,-0.4917128100099786,243.0,0.49794238683127573,0.8930785826062015,atr_25
2022,-0.01772768816383752,-0.01845343710610825,0.03644305193243894,-0.5063636585738953,0.037842555033190894,2022-01-04,2022-10-31,-0.48763718755044777,242.0,0.44214876033057854,0.9118461651498978,atr_25
2023,0.00047145746598542537,0.002286827809960812,0.01668647784036182,0.1370467651615103,0.009070196329214839,2023-01-30,2023-03-20,0.25212550279589935,52.0,0.5,1.0223192206030063,atr_25
样本内,0.6212878190065863,0.04309673078660814,0.10788852304587905,0.3994561197976681,0.36534692007533615,2007-10-16,2015-08-25,0.11796111700550645,2886.0,0.4934164934164934,1.0806132043242171,atr_25
